Price_per_GB,Price_per_TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,Affiliate Link HTML,,,,
$0.01 ,$8.83 ,$530 ,6 TB x10,,Tape,LTO-7,New,10-Pack HPE LTO 7 Ultrium C7977A 6TB/15TB Data Cartridge,"<a href=""https://www.amazon.com/dp/B07PK4GP8M"">10-Pack HPE LTO 7 Ultrium C7977A 6TB/15TB Data Cartridge</a>","<a href=""https://www.amazon.com/dp/B07J6T6DMF"">10-Pack HPE LTO 7 Ultrium C7977A 6TB/15TB Data Cartridge</a>",,,
$0.01 ,$8.83 ,$530 ,6 TB x10,,Tape,LTO-7,New,10-Pack HPE LTO 7 Ultrium C7977A 6TB/15TB Data Cartridge,"<a href=""https://www.amazon.com/dp/B07PK4GP8M"">10-Pack HPE LTO 7 Ultrium C7977A 6TB/15TB Data Cartridge</a>","<a href=""https://www.amazon.com/dp/B07J6T6DMF"">10-Pack HPE LTO 7 Ultrium C7977A 6TB/15TB Data Cartridge</a>",,,
$0.01 ,$8.83 ,$265 ,1.5 TB x20,,Tape,LTO-5,New,Quantum MR-L5MQN-20 Data Cartridge - LTO Ultrium - LTO-5-20 Pack,"<a href=""https://www.amazon.com/dp/B003CNXO8W"">Quantum MR-L5MQN-20 Data Cartridge - LTO Ultrium - LTO-5-20 Pack</a>","<a href=""https://www.amazon.com/dp/B003CNXO8W"">Quantum MR-L5MQN-20 Data Cartridge - LTO Ultrium - LTO-5-20 Pack</a>",,,
$0.01 ,$8.94 ,$89 ,10 TB,,Internal,SAS,Used,Seagate Exos X10 Enterprise Hard Drive ST10000NM0096 10 TB - SAS 12Gb/s,"<a href=""https://www.amazon.com/dp/B07S1D53YN"">Seagate Exos X10 Enterprise Hard Drive ST10000NM0096 10 TB - SAS 12Gb/s</a>","<a href=""https://www.amazon.com/dp/B07S1D53YN"">Seagate Exos X10 Enterprise Hard Drive ST10000NM0096 10 TB - SAS 12Gb/s</a>",,,
$0.01 ,$8.96 ,"$4,479 ",2.5 TB x200,,Tape,LTO-6,New,LTO 6 Data Cartridge with Custom Labels 200 Pack,"<a href=""https://www.amazon.com/dp/B0CNJ6DYMG"">LTO 6 Data Cartridge with Custom Labels 200 Pack</a>",,,,
$0.01 ,$9.00 ,$54 ,6 TB,,Tape,LTO-7,New,Fujifilm Fuji LTO Ultrium 7-6 TB / 15 TB (16456574),"<a href=""https://www.amazon.com/dp/B018WJQKRC"">Fujifilm Fuji LTO Ultrium 7-6 TB / 15 TB (16456574)</a>","<a href=""https://www.amazon.com/dp/B019DGCRAW"">Fujifilm Fuji LTO Ultrium 7-6 TB / 15 TB (16456574)</a>",,,
$0.01 ,$9.00 ,$90 ,10 TB,3 months,"Internal 3.5""",HDD,Used,HGST Ultrastar He10 10TB SATA 6Gb/s 7200 RPM 256MB Cache 3.5-Inch Enterprise Hard Drive (HUH721010ALE604) (Renewed),"<a href=""https://www.amazon.com/dp/B07H4ZRG94"">HGST Ultrastar He10 10TB SATA 6Gb/s 7200 RPM 256MB Cache 3.5-Inch Enterprise Hard Drive (HUH721010ALE604) (Renewed)</a>",,,,
$0.01 ,$9.00 ,$22 ,2.5 TB,,Tape,LTO-6,New,"Quantum MR-L6MQN-01 Standard LTO Ultrium, Black","<a href=""https://www.amazon.com/dp/B00AAHS9R4"">Quantum MR-L6MQN-01 Standard LTO Ultrium, Black</a>",,,,
$0.01 ,$9.17 ,$55 ,6 TB,,Tape,LTO-7,New,IBM Media 38L7302 ULTRIUM LTO 7 Tape Cartridge - 6.0TB,"<a href=""https://www.amazon.com/dp/B01DP1ZOMO"">IBM Media 38L7302 ULTRIUM LTO 7 Tape Cartridge - 6.0TB</a>",,,,
$0.01 ,$9.17 ,$55 ,6 TB,,Tape,LTO-7,New,Fuji LTO Ultrium-7 Data Cartridge 16456574 by Fuji,"<a href=""https://www.amazon.com/dp/B01DLDQJOS"">Fuji LTO Ultrium-7 Data Cartridge 16456574 by Fuji</a>",,,,
$0.01 ,$9.17 ,$110 ,12 TB,3 months,"Internal 3.5""",HDD,Used,"HGST Ultrastar He12 | HUH721212ALE601 | 0F27454 | 12TB 7200 RPM 256MB Cache SATA 6.0Gb/s 3.5"" | 512E | BitLocker Drive Encryption | Power Disable Feature | Helium Platform Hard Disk Drive (Renewed)","<a href=""https://www.amazon.com/dp/B07H4YV359"">HGST Ultrastar He12 | HUH721212ALE601 | 0F27454 | 12TB 7200 RPM 256MB Cache SATA 6.0Gb/s 3.5"" | 512E | BitLocker Drive Encryption | Power Disable Feature | Helium Platform Hard Disk Drive (Renewed)</a>",,,,
$0.01 ,$9.18 ,$23 ,2.5 TB,,Tape,LTO-6,New,Fuji Lto 6 Bafe Ultr 6.25Tb,"<a href=""https://www.amazon.com/dp/B00ABV3Y7O"">Fuji Lto 6 Bafe Ultr 6.25Tb</a>",,,,
$0.01 ,$9.18 ,$129 ,14 TB,5 years,"Internal 3.5""",HDD,Used,MDD (MDD14TSATA25672E) 14TB 7200RPM 256MB Cache SATA 6.0Gb/s 3.5inch Enterprise Hard Drive - 5 Years Warranty (Renewed),"<a href=""https://www.amazon.com/dp/B0BYTVCWM9"">MDD (MDD14TSATA25672E) 14TB 7200RPM 256MB Cache SATA 6.0Gb/s 3.5inch Enterprise Hard Drive - 5 Years Warranty (Renewed)</a>",,,,
$0.01 ,$9.19 ,$92 ,10 TB,3 years,"Internal 3.5""",HDD,Used,MDD (MDD10TSATA25672DVR) 10TB 7200RPM 256MB Cache SATA 6.0Gb/s 3.5inch Internal Surveillance Hard Drive - 3 Years Warranty (Renewed),"<a href=""https://www.amazon.com/dp/B0BS91MMBG"">MDD (MDD10TSATA25672DVR) 10TB 7200RPM 256MB Cache SATA 6.0Gb/s 3.5inch Internal Surveillance Hard Drive - 3 Years Warranty (Renewed)</a>",,,,
$0.01 ,$9.20 ,$23 ,2.5 TB,,Tape,LTO-6,New,IBM (00V7590) LTO Ultrium 6 Data Cartridge,"<a href=""https://www.amazon.com/dp/B00AR6HJOM"">IBM (00V7590) LTO Ultrium 6 Data Cartridge</a>",,,,
$0.01 ,$9.20 ,$23 ,2.5 TB,,Tape,LTO-6,New,Fuji LTO6 Ultrium 6 3.25/6.5TB Data Cartridge,"<a href=""https://www.amazon.com/dp/B01133ABJM"">Fuji LTO6 Ultrium 6 3.25/6.5TB Data Cartridge</a>",,,,
$0.01 ,$9.20 ,$460 ,2.5 TB x20,,Tape,LTO-6,New,20-Pack Quantum MR-L6MQN-01 LTO 6 Ultrium Data Cartridges,"<a href=""https://www.amazon.com/dp/B00AAHS9J2"">20-Pack Quantum MR-L6MQN-01 LTO 6 Ultrium Data Cartridges</a>",,,,
$0.01 ,$9.20 ,$23 ,2.5 TB,,Tape,LTO-6,New,"Quantum Data Lt06 Cartridge, Lto Ultrium 6, Mp.","<a href=""https://www.amazon.com/dp/B01N5CRBNA"">Quantum Data Lt06 Cartridge, Lto Ultrium 6, Mp.</a>",,,,
$0.01 ,$9.20 ,$460 ,2.5 TB x20,,Tape,LTO-6,New,"3422318 Quantum Data Cartridge, LTO ULTRIUM 6, 20-Pack. Library Pack for LTO-6 Tape DRIV","<a href=""https://www.amazon.com/dp/B00YT6XGZM"">3422318 Quantum Data Cartridge, LTO ULTRIUM 6, 20-Pack. Library Pack for LTO-6 Tape DRIV</a>",,,,
$0.01 ,$9.29 ,$130 ,14 TB,2 years,"External 3.5""",HDD,Used,Avolusion PRO-5X Series 14TB USB 3.0 External Hard Drive for WindowsOS Desktop PC/Laptop (White),"<a href=""https://www.amazon.com/dp/B0B6QTC2K3"">Avolusion PRO-5X Series 14TB USB 3.0 External Hard Drive for WindowsOS Desktop PC/Laptop (White)</a>",,,,
$0.01 ,$9.33 ,$28 ,3 TB,1 year,Internal,SAS,Used,Seagate ST3000NM0023 Constellation Es.3 3tb Sas 6g,"<a href=""https://www.amazon.com/dp/B00D7IMI4I"">Seagate ST3000NM0023 Constellation Es.3 3tb Sas 6g</a>","<a href=""https://www.amazon.com/dp/B00D7IMI4I"">Seagate ST3000NM0023 Constellation Es.3 3tb Sas 6g</a>",,,
$0.01 ,$9.33 ,$28 ,3 TB,,Internal,SAS,Used,"HGST Ultrastar HUS723030ALS640 3TB 7200RPM SAS 6Gbps 3.5"" 64MB Cache Enterprise Internal Bare or OEM Hard Disk Drives","<a href=""https://www.amazon.com/dp/B0082D58L8"">HGST Ultrastar HUS723030ALS640 3TB 7200RPM SAS 6Gbps 3.5"" 64MB Cache Enterprise Internal Bare or OEM Hard Disk Drives</a>","<a href=""https://www.amazon.com/dp/B0082D58L8"">HGST Ultrastar HUS723030ALS640 3TB 7200RPM SAS 6Gbps 3.5"" 64MB Cache Enterprise Internal Bare or OEM Hard Disk Drives</a>",,,
$0.01 ,$9.38 ,$75 ,8 TB,,Internal,SAS,Used,Seagate Enterprise Capacity 3.5 | ST8000NM0075 | 8TB 7200 RPM SAS 12Gb/s 256MB Cache | 512e | Internal Hard Disk Drive,"<a href=""https://www.amazon.com/dp/B014UYHJWS"">Seagate Enterprise Capacity 3.5 | ST8000NM0075 | 8TB 7200 RPM SAS 12Gb/s 256MB Cache | 512e | Internal Hard Disk Drive</a>","<a href=""https://www.amazon.com/dp/B014UYHJWS"">Seagate Enterprise Capacity 3.5 | ST8000NM0075 | 8TB 7200 RPM SAS 12Gb/s 256MB Cache | 512e | Internal Hard Disk Drive</a>",,,
$0.01 ,$9.40 ,$470 ,2.5 TB x20,30 years,Tape,LTO-6,New,HPE C7976AN Bar Code Labeled LTO Ultrium,"<a href=""https://www.amazon.com/dp/B00AHQUVVA"">HPE C7976AN Bar Code Labeled LTO Ultrium</a>",,,,
$0.01 ,$9.47 ,$142 ,1.5 TB x10,,Tape,LTO-5,New,"IBM 10 Pack LTO-5 Ultrium Tape 1.5TB/ 3TB, Part # 46X1290-10PK","<a href=""https://www.amazon.com/dp/B003MAOU8S"">IBM 10 Pack LTO-5 Ultrium Tape 1.5TB/ 3TB, Part # 46X1290-10PK</a>",,,,
$0.01 ,$9.51 ,"$2,283 ",12 TB x20,,Tape,LTO-8,New,"Hewlett Packard Enterprise LTO-8 Ultrium Data Cartridge Non Custom Labeled, 20-Pack, Q2078AN (Non Custom Labeled, 20-Pack **New Retail** Ultrium 30TB RW)","<a href=""https://www.amazon.com/dp/B079KDJNWY"">Hewlett Packard Enterprise LTO-8 Ultrium Data Cartridge Non Custom Labeled, 20-Pack, Q2078AN (Non Custom Labeled, 20-Pack **New Retail** Ultrium 30TB RW)</a>",,,,
$0.01 ,$9.59 ,$24 ,2.5 TB,,Tape,LTO-6,New,Hewlett-Packard Enterprise HP HEWC7976A LTO-6 Ultrium 6.25TB MP RW Data Cartridge,"<a href=""https://www.amazon.com/dp/B00AHQUV3S"">Hewlett-Packard Enterprise HP HEWC7976A LTO-6 Ultrium 6.25TB MP RW Data Cartridge</a>","<a href=""https://www.amazon.com/dp/B00AHQUV3S"">Hewlett-Packard Enterprise HP HEWC7976A LTO-6 Ultrium 6.25TB MP RW Data Cartridge</a>",,,
$0.01 ,$9.60 ,$240 ,2.5 TB x10,,Tape,LTO-6,New,Fuji LTO Ultrium 6 Tape Cartridge 10 Pack,"<a href=""https://www.amazon.com/dp/B089D63JVY"">Fuji LTO Ultrium 6 Tape Cartridge 10 Pack</a>",,,,
$0.01 ,$9.60 ,$480 ,2.5 TB x20,,Tape,LTO-6,New,C7976AL LTO-6 Ultrium 6.25 TB MP RW Custom Labeled Data Cartridge 20 Pack,"<a href=""https://www.amazon.com/dp/B00AKYY56Q"">C7976AL LTO-6 Ultrium 6.25 TB MP RW Custom Labeled Data Cartridge 20 Pack</a>",,,,
$0.01 ,$9.67 ,$14 ,1.5 TB,,Tape,LTO-5,New,Hp C7975A LTO Ultrium 5 (1.5/3.0 TB) Data Cartridge with Case,"<a href=""https://www.amazon.com/dp/B003F8MT5I"">Hp C7975A LTO Ultrium 5 (1.5/3.0 TB) Data Cartridge with Case</a>","<a href=""https://www.amazon.com/dp/B003F8MT5I"">Hp C7975A LTO Ultrium 5 (1.5/3.0 TB) Data Cartridge with Case</a>",,,
$0.01 ,$9.69 ,$136 ,14 TB,,"Internal 3.5""",HDD,Used,"Western Digital 14TB Ultrastar DC HC530 SATA HDD - 7200 RPM, SATA 6 Gb/s, 512MB Cache, 3.5"" - WUH721414ALE604 (Renewed)","<a href=""https://www.amazon.com/dp/B08B1X3W7D"">Western Digital 14TB Ultrastar DC HC530 SATA HDD - 7200 RPM, SATA 6 Gb/s, 512MB Cache, 3.5"" - WUH721414ALE604 (Renewed)</a>",,,,
$0.01 ,$9.75 ,$20 ,400 GB x5,,Tape,LTO-3,New,5 Pack 5-Lot Genuine OEM RC922 Dell LTO Ultrium 3 400GB (Native)/ 800GB (Compressed) WORM Write Once Read Many Blank Data Media Magnetic Tape Cartridge Dell Part Number: 0HC593,"<a href=""https://www.amazon.com/dp/B00ERF31HS"">5 Pack 5-Lot Genuine OEM RC922 Dell LTO Ultrium 3 400GB (Native)/ 800GB (Compressed) WORM Write Once Read Many Blank Data Media Magnetic Tape Cartridge Dell Part Number: 0HC593</a>",,,,
$0.01 ,$9.75 ,$176 ,18 TB,6 months,"Internal 3.5""",HDD,Used,"Seagate ST18000NM003D 18TB Exos X20 SATA Hard Drive, 3.5"" HDD, SATA 6Gb/s, 7200rpm, 256MB Cache, 512E, 4.16ms, NCQ","<a href=""https://www.amazon.com/dp/B09MWLJ1P5"">Seagate ST18000NM003D 18TB Exos X20 SATA Hard Drive, 3.5"" HDD, SATA 6Gb/s, 7200rpm, 256MB Cache, 512E, 4.16ms, NCQ</a>",,,,
$0.01 ,$9.86 ,$493 ,2.5 TB x20,,Tape,LTO-6,New,IBM LTO Ultrium-6 2.5TB/6.25TB (BaFe) Labeled Library Pack 20/PK,"<a href=""https://www.amazon.com/dp/B00OGPHGK2"">IBM LTO Ultrium-6 2.5TB/6.25TB (BaFe) Labeled Library Pack 20/PK</a>",,,,
$0.01 ,$9.87 ,$79 ,8 TB,,"Internal 3.5""",HDD,Used,HGST Ultrastar He8 HDD HUH728080ALE604 8TB 7200RPM 128MB Cache SATA 6.0Gb/s 3.5-Inch Enterprise Server Data Center Hard Drive (Renewed),"<a href=""https://www.amazon.com/dp/B079TL4TDJ"">HGST Ultrastar He8 HDD HUH728080ALE604 8TB 7200RPM 128MB Cache SATA 6.0Gb/s 3.5-Inch Enterprise Server Data Center Hard Drive (Renewed)</a>",,,,
$0.01 ,$9.92 ,$60 ,6 TB,,Tape,LTO-7,New,Quantum LTO Ultrium-7 Data Cartridge,"<a href=""https://www.amazon.com/dp/B018J4H8EO"">Quantum LTO Ultrium-7 Data Cartridge</a>",,,,
$0.01 ,$9.93 ,$139 ,14 TB,,"Internal 3.5""",HDD,Used,HGST WD Ultrastar DC HC530 14TB SATA 6Gb/s 3.5-Inch Data Center HDD - WUH721414ALE604 0F31152 (Renewed),"<a href=""https://www.amazon.com/dp/B08T3PBV57"">HGST WD Ultrastar DC HC530 14TB SATA 6Gb/s 3.5-Inch Data Center HDD - WUH721414ALE604 0F31152 (Renewed)</a>",,,,
$0.01 ,$9.93 ,$139 ,14 TB,5 years,"Internal 3.5""",HDD,Used,MDD - WD DC HC520 WUH721414ALE604 14TB 7200RPM 256MB Cache SATA 6.0Gb/s 3.5inch Datacenter Hard Drive - 5 Year Warranty (Renewed),"<a href=""https://www.amazon.com/dp/B0D8CJYNNY"">MDD - WD DC HC520 WUH721414ALE604 14TB 7200RPM 256MB Cache SATA 6.0Gb/s 3.5inch Datacenter Hard Drive - 5 Year Warranty (Renewed)</a>",,,,
$0.01 ,$9.94 ,$159 ,16 TB,3 years,"Internal 3.5""",HDD,Used,MaxDigitalData (MD16000GSA25672) 16TB 7200RPM SATA 6Gb/s 256MB Cache 3.5inch Internal Desktop Hard Drive - 3 Years Warranty (Renewed),"<a href=""https://www.amazon.com/dp/B09GT8RK6K"">MaxDigitalData (MD16000GSA25672) 16TB 7200RPM SATA 6Gb/s 256MB Cache 3.5inch Internal Desktop Hard Drive - 3 Years Warranty (Renewed)</a>","<a href=""https://www.amazon.com/dp/B09GRP2KXF"">MaxDigitalData (MD16000GSA25672) 16TB 7200RPM SATA 6Gb/s 256MB Cache 3.5inch Internal Desktop Hard Drive - 3 Years Warranty (Renewed)</a>",,,
$0.01 ,$9.94 ,$25 ,2.5 TB,3 months,Tape,LTO-6,New,HPE C7976B Standard LTO Ultrium,"<a href=""https://www.amazon.com/dp/B00AZTUDGC"">HPE C7976B Standard LTO Ultrium</a>",,,,
$0.01 ,$9.97 ,$15 ,1.5 TB,,Tape,LTO-5,New,IBM Data Cartridge - LTO Ultrium LTO-5 46X1290,"<a href=""https://www.amazon.com/dp/B003HKLHZC"">IBM Data Cartridge - LTO Ultrium LTO-5 46X1290</a>",,,,
$0.01 ,$9.97 ,$80 ,8 TB,3 months,"Internal 3.5""",HDD,Used,"HGST Ultrastar He8 HUH728080ALE604 0F23668 / 0F25721 8TB 7,2K RPM SATA 6Gb/s 128MB 3.5 inches HDD 512E (Renewed)","<a href=""https://www.amazon.com/dp/B07MK3T56C"">HGST Ultrastar He8 HUH728080ALE604 0F23668 / 0F25721 8TB 7,2K RPM SATA 6Gb/s 128MB 3.5 inches HDD 512E (Renewed)</a>",,,,
$0.01 ,$9.97 ,$80 ,8 TB,3 months,"Internal 3.5""",HDD,Used,HGST HUH728080ALE604 Ultrastar He8 (Helium Platform) 8TB 7200RPM 128MB Cache SATA 6.0Gb/s 3.5inch Internal Enterprise Hard Drive - 0F23668 (Renewed),"<a href=""https://www.amazon.com/dp/B07MCVVGB9"">HGST HUH728080ALE604 Ultrastar He8 (Helium Platform) 8TB 7200RPM 128MB Cache SATA 6.0Gb/s 3.5inch Internal Enterprise Hard Drive - 0F23668 (Renewed)</a>",,,,
$0.01 ,$9.98 ,$20 ,2 TB,3 months,Internal,SAS,Used,"ST2000NM0001 Seagate 2TB 7.2K 6Gb/s SAS 3.5"" HD (Certified Refurbished)","<a href=""https://www.amazon.com/dp/B07PGBS9QQ"">ST2000NM0001 Seagate 2TB 7.2K 6Gb/s SAS 3.5"" HD (Certified Refurbished)</a>",,,,
$0.01 ,$9.98 ,$125 ,2.5 TB x5,,Tape,LTO-6,New,5-Pack IBM LTO 6 Ultrium 00V7590 (2.5/6.25 TB) Data Cartridge,"<a href=""https://www.amazon.com/dp/B00NUT7WT0"">5-Pack IBM LTO 6 Ultrium 00V7590 (2.5/6.25 TB) Data Cartridge</a>",,,,
$0.01 ,$9.98 ,$25 ,2.5 TB,,Tape,LTO-6,New,IBM Lto Ultrium 6 Vi - 2.5Tb/6.25Tb Cartridge,"<a href=""https://www.amazon.com/dp/B00AR3DQRY"">IBM Lto Ultrium 6 Vi - 2.5Tb/6.25Tb Cartridge</a>",,,,
$0.01 ,$9.98 ,$60 ,6 TB,,Tape,LTO-7,New,IBM 38L7302 LTO7 Ultrium7 15TB RW Data Cartridge (New),"<a href=""https://www.amazon.com/dp/B016J6Q2XW"">IBM 38L7302 LTO7 Ultrium7 15TB RW Data Cartridge (New)</a>",,,,
$0.01 ,$10.00 ,$80 ,8 TB,5 years,"Internal 3.5""",HDD,Used,HGST Ultrastar He8 HUH728080ALE601 8TB 7200RPM 128MB Cache SATA 6.0Gb/s 3.5inch Enterprise Mechanical Hard Disk (Renewed),"<a href=""https://www.amazon.com/dp/B08W1PRTNJ"">HGST Ultrastar He8 HUH728080ALE601 8TB 7200RPM 128MB Cache SATA 6.0Gb/s 3.5inch Enterprise Mechanical Hard Disk (Renewed)</a>",,,,
$0.01 ,$10.00 ,$80 ,8 TB,5 years,"Internal 3.5""",HDD,Used,HGST Ultrastar He8 Helium (HUH728080ALE601) 8TB 7200RPM 128MB Cache SATA 6.0Gb/s 3.5in Enterprise Hard Drive (Renewed),"<a href=""https://www.amazon.com/dp/B08Z77QT43"">HGST Ultrastar He8 Helium (HUH728080ALE601) 8TB 7200RPM 128MB Cache SATA 6.0Gb/s 3.5in Enterprise Hard Drive (Renewed)</a>",,,,
$0.01 ,$10.00 ,$80 ,8 TB,3 months,"Internal 3.5""",HDD,Used,MaxDigitalData 8TB 7200 RPM 256MB Cache SATA 6.0Gb/s 3.5inch Internal Hard Drive for Surveillance (MD8000GSA25672DVR) - 3 Years Warranty (Renewed),"<a href=""https://www.amazon.com/dp/B09BY9GMC4"">MaxDigitalData 8TB 7200 RPM 256MB Cache SATA 6.0Gb/s 3.5inch Internal Hard Drive for Surveillance (MD8000GSA25672DVR) - 3 Years Warranty (Renewed)</a>",,,,
$0.01 ,$10.00 ,$120 ,12 TB,3 years,"Internal 3.5""",HDD,Used,"Seagate (Recertified) 12TB IronWolf NAS SATA Hard Drive 6Gb/s 256MB Cache 3.5-Inch Internal Hard Drive for NAS Servers, Personal Cloud Storage (ST12000VN0007)","<a href=""https://www.amazon.com/dp/B075XPBD5B"">Seagate (Recertified) 12TB IronWolf NAS SATA Hard Drive 6Gb/s 256MB Cache 3.5-Inch Internal Hard Drive for NAS Servers, Personal Cloud Storage (ST12000VN0007)</a>",,,,
$0.01 ,$10.00 ,$120 ,12 TB,2 years,"External 3.5""",HDD,Used,Avolusion PRO-5Y Series 12TB USB 3.0 External Hard Drive for WindowsOS Desktop PC/Laptop (White) (Renewed),"<a href=""https://www.amazon.com/dp/B0CJM1B6DY"">Avolusion PRO-5Y Series 12TB USB 3.0 External Hard Drive for WindowsOS Desktop PC/Laptop (White) (Renewed)</a>",,,,
$0.01 ,$10.00 ,$120 ,12 TB,2 years,"Internal 3.5""",HDD,Used,WD Ultrastar DC HC520 12TB SATA 6Gb/s 3.5-Inch Data Center Hard Drive - HUH721212ALE600 (Renewed),"<a href=""https://www.amazon.com/dp/B08V5HRWNQ"">WD Ultrastar DC HC520 12TB SATA 6Gb/s 3.5-Inch Data Center Hard Drive - HUH721212ALE600 (Renewed)</a>",,,,
$0.01 ,$10.00 ,$120 ,12 TB,5 years,"Internal 3.5""",HDD,Used,Seagate BarraCuda Pro Performance Internal Hard Drive SATA HDD 12TB 6GB/s 256MB Cache 3.5-Inch (ST12000DM0007),"<a href=""https://www.amazon.com/dp/B075XNL17G"">Seagate BarraCuda Pro Performance Internal Hard Drive SATA HDD 12TB 6GB/s 256MB Cache 3.5-Inch (ST12000DM0007)</a>","<a href=""https://www.amazon.com/dp/B075XNL17G"">Seagate BarraCuda Pro Performance Internal Hard Drive SATA HDD 12TB 6GB/s 256MB Cache 3.5-Inch (ST12000DM0007)</a>",,,
$0.01 ,$10.00 ,$140 ,14 TB,2 years,"External 3.5""",HDD,Used,Avolusion PRO-Z Series 14TB USB 3.0 External Hard Drive for WindowsOS Desktop PC/Laptop (White) (Renewed),"<a href=""https://www.amazon.com/dp/B0B6QSX3XV"">Avolusion PRO-Z Series 14TB USB 3.0 External Hard Drive for WindowsOS Desktop PC/Laptop (White) (Renewed)</a>",,,,
$0.01 ,$10.00 ,$140 ,14 TB,2 years,"External 3.5""",HDD,Used,Avolusion PRO-5Y Series 14TB USB 3.0 External Hard Drive for WindowsOS Desktop PC/Laptop (White) (Renewed),"<a href=""https://www.amazon.com/dp/B0CJLLTJXV"">Avolusion PRO-5Y Series 14TB USB 3.0 External Hard Drive for WindowsOS Desktop PC/Laptop (White) (Renewed)</a>",,,,
$0.01 ,$10.00 ,$140 ,14 TB,3 months,"External 3.5""",HDD,Used,Avolusion PRO-T5 Series USB 3.0 External Hard Drive for WindowsOS Desktop PC/Laptop (White) - 2 Year Warranty (14TB) (Renewed),"<a href=""https://www.amazon.com/dp/B0CX7XL5DD"">Avolusion PRO-T5 Series USB 3.0 External Hard Drive for WindowsOS Desktop PC/Laptop (White) - 2 Year Warranty (14TB) (Renewed)</a>",,,,
$0.01 ,$10.00 ,$160 ,16 TB,3 months,"Internal 3.5""",HDD,Used,MDD (MDD16TSATA25672DVR) 16TB 7200RPM 256MB Cache SATA 6.0Gb/s 3.5inch Internal Surveillance Hard Drive - 3 Years Warranty (Renewed),"<a href=""https://www.amazon.com/dp/B0C6BYNMNH"">MDD (MDD16TSATA25672DVR) 16TB 7200RPM 256MB Cache SATA 6.0Gb/s 3.5inch Internal Surveillance Hard Drive - 3 Years Warranty (Renewed)</a>",,,,
$0.01 ,$10.00 ,$600 ,6 TB x10,2 years,Tape,LTO-7,New,Quantum LTO 7 10 Pack,"<a href=""https://www.amazon.com/dp/B0D3S9M2GR"">Quantum LTO 7 10 Pack</a>",,,,
$0.01 ,$10.00 ,$100 ,10 TB,,"Internal 3.5""",HDD,Used,"HGST WD Ultrastar DC HC510 10TB 7200 RPM SATA 6Gb/s 3.5"" Helium Platform Enterprise Hard Disk Drive - HUH721010ALE604 (0F27606)","<a href=""https://www.amazon.com/dp/B073BLV4W5"">HGST WD Ultrastar DC HC510 10TB 7200 RPM SATA 6Gb/s 3.5"" Helium Platform Enterprise Hard Disk Drive - HUH721010ALE604 (0F27606)</a>","<a href=""https://www.amazon.com/dp/B073BLV4W5"">HGST WD Ultrastar DC HC510 10TB 7200 RPM SATA 6Gb/s 3.5"" Helium Platform Enterprise Hard Disk Drive - HUH721010ALE604 (0F27606)</a>",,,
$0.01 ,$10.03 ,$15 ,1.5 TB,,Tape,LTO-5,New,FUJ16008030 - Fuji Ultrium LTO-5 Cartridge,"<a href=""https://www.amazon.com/dp/B003H8V82G"">FUJ16008030 - Fuji Ultrium LTO-5 Cartridge</a>",,,,
$0.01 ,$10.08 ,$126 ,2.5 TB x5,,Tape,LTO-6,New,Ultrium 6 Data Cartridge (5-Pack),"<a href=""https://www.amazon.com/dp/B00B66J2QU"">Ultrium 6 Data Cartridge (5-Pack)</a>",,,,
$0.01 ,$10.17 ,$61 ,6 TB,,Tape,LTO-7,New,"HP LTO Ultrium-7 Data Cartridge,LTO-7 Ultrium Worm Data Tape C7977W","<a href=""https://www.amazon.com/dp/B017OUMXWQ"">HP LTO Ultrium-7 Data Cartridge,LTO-7 Ultrium Worm Data Tape C7977W</a>",,,,
$0.01 ,$10.19 ,$153 ,1.5 TB x10,,Tape,LTO-5,New,Quantum LTO-5 MR-L5MQN-01 Ultrium-5 Data Tape Cartridge (1.5/3.0TB) 10 Count,"<a href=""https://www.amazon.com/dp/B003HLFF7C"">Quantum LTO-5 MR-L5MQN-01 Ultrium-5 Data Tape Cartridge (1.5/3.0TB) 10 Count</a>",,,,
$0.01 ,$10.24 ,$164 ,16 TB,3 years,"Internal 3.5""",HDD,Used,MDD 16TB 7200RPM 256MB Cache SATA 6.0Gb/s 3.5inch Internal Hard Drive for Surveillance Storage (MD16TGSA25672DVR) - 3 Years Warranty (Renewed),"<a href=""https://www.amazon.com/dp/B0BWL59XLF"">MDD 16TB 7200RPM 256MB Cache SATA 6.0Gb/s 3.5inch Internal Hard Drive for Surveillance Storage (MD16TGSA25672DVR) - 3 Years Warranty (Renewed)</a>",,,,
$0.01 ,$10.25 ,$164 ,16 TB,3 months,"Internal 3.5""",HDD,Used,"MDD (MD16TSATA25672NAS) 16TB 7200 RPM 256MB Cache SATA 6.0Gb/s 3.5"" Internal NAS Hard Drive - 5 Years Warranty (Renewed)","<a href=""https://www.amazon.com/dp/B0C6BN3W5J"">MDD (MD16TSATA25672NAS) 16TB 7200 RPM 256MB Cache SATA 6.0Gb/s 3.5"" Internal NAS Hard Drive - 5 Years Warranty (Renewed)</a>",,,,
