Price per GB,Price per TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,Affiliate Link HTML
kr1.174,kr1 174,kr1 174,1 TB,,M.2,NVMe,New,"Kingston FURY Renegade 1000G PCIe 4.0 NVMe SSD med HEATSINK – för spelare, entusiaster och högeffektanvändare – SFYRSK/1000G","<a href=""https://www.amazon.se/dp/B0BJL61R71"">Kingston FURY Renegade 1000G PCIe 4.0 NVMe SSD med HEATSINK – för spelare, entusiaster och högeffektanvändare – SFYRSK/1000G</a>"
kr1.175,kr1 175,kr999,8.5 GB x100,,Optical,DVD-RW,New,"MediaRange Professional Line DVD+R Double Layer 8,5 GB | 240 min 8 gånger skrivhastighet, silver, otryckt/blank, 100 Cakebox","<a href=""https://www.amazon.se/dp/B07HZ11BF7"">MediaRange Professional Line DVD+R Double Layer 8,5 GB | 240 min 8 gånger skrivhastighet, silver, otryckt/blank, 100 Cakebox</a>"
kr1.179,kr1 179,kr302,256 GB,2 years,USB,Flash,New,"Intenso Twist Line 256 GB, Dual USB-minne 3,2 Gen 1 x 1, USB-C och USB-A, 70 MB/s, antracit","<a href=""https://www.amazon.se/dp/B0DLGPQWRL"">Intenso Twist Line 256 GB, Dual USB-minne 3,2 Gen 1 x 1, USB-C och USB-A, 70 MB/s, antracit</a>"
kr1.180,kr1 180,kr151,128 GB,2 years,Internal,SSD,New,"Intenso 128GB SSD Sata 3 470/540MB, Black","<a href=""https://www.amazon.se/dp/B0093RN0PI"">Intenso 128GB SSD Sata 3 470/540MB, Black</a>"
kr1.181,kr1 181,kr302,256 GB,,M.2,NVMe,New,"Lexar NM620 256GB SSD, M.2 2280 PCIe Gen3x4 NVMe 1.4 intern SSD, upp till 3500 MB/s läsning, 1300 MB/s skriva, 3D NAND Flash Intern Solid State-Drive för PC-entusiaster och spelare","<a href=""https://www.amazon.se/dp/B0C53DNY4X"">Lexar NM620 256GB SSD, M.2 2280 PCIe Gen3x4 NVMe 1.4 intern SSD, upp till 3500 MB/s läsning, 1300 MB/s skriva, 3D NAND Flash Intern Solid State-Drive för PC-entusiaster och spelare</a>"
kr1.182,kr1 182,kr151,128 GB,2 years,USB,Flash,New,Kingston DataTraveler Micro USB Flash-enhet 128 GB 200 MB/s Metall USB 3.2 Gen 1 - DTMC3G2/128 GB,"<a href=""https://www.amazon.se/dp/B0B1W3TW59"">Kingston DataTraveler Micro USB Flash-enhet 128 GB 200 MB/s Metall USB 3.2 Gen 1 - DTMC3G2/128 GB</a>"
kr1.186,kr1 186,kr593,500 GB,,External,SSD,New,"Philips bärbar extern SSD 500 GB - Ultra Slim SATA Ultra Speed USB-C-USB, läshastighet upp till 540 MB/s, skrivhastighet upp till 540 MB/s, aluminium","<a href=""https://www.amazon.se/dp/B09FY8NW2M"">Philips bärbar extern SSD 500 GB - Ultra Slim SATA Ultra Speed USB-C-USB, läshastighet upp till 540 MB/s, skrivhastighet upp till 540 MB/s, aluminium</a>"
kr1.187,kr1 187,kr594,500 GB,2 years,Internal,SSD,New,"WD Blue SA510 WDS500G3B0B Intern SATA SSD-disk, Blå, 500 GB","<a href=""https://www.amazon.se/dp/B09ZYQG5C1"">WD Blue SA510 WDS500G3B0B Intern SATA SSD-disk, Blå, 500 GB</a>"
kr1.194,kr1 194,kr597,500 GB,3 years,External,SSD,New,Transcend 500GB USB 3.2 Type C ESD270C Portable SSD up to 520 MB/s Black | TS500GESD270C,"<a href=""https://www.amazon.se/dp/B08ZYYLPRB"">Transcend 500GB USB 3.2 Type C ESD270C Portable SSD up to 520 MB/s Black | TS500GESD270C</a>"
kr1.195,kr1 195,kr153,128 GB,,USB,Flash,New,"SanDisk 128GB Ultra Flair, USB 3.0 Flashminne, upp till 150 MB/s, Silver","<a href=""https://www.amazon.se/dp/B015CH1PJU"">SanDisk 128GB Ultra Flair, USB 3.0 Flashminne, upp till 150 MB/s, Silver</a>"
kr1.200,kr1 200,kr1 200,1 TB,,"External 3.5""",HDD,New,"SSK 1 TB bärbar NAS trådlös hårddisk personlig moln smart förvaring, extern hårddisk med personlig Wi-Fi-hotspot, stöder automatisk säkerhetskopiering, telefon/surfplatta PC/bärbar dator trådlös","<a href=""https://www.amazon.se/dp/B07TV2B561"">SSK 1 TB bärbar NAS trådlös hårddisk personlig moln smart förvaring, extern hårddisk med personlig Wi-Fi-hotspot, stöder automatisk säkerhetskopiering, telefon/surfplatta PC/bärbar dator trådlös</a>"
kr1.201,kr1 201,kr615,512 GB,2 years,microSD,Flash,New,"SanDisk High Endurance videoövervakning 512 GB microSDXC-kort + SD-adapter, upp till 100 MB/s, klass 10, U3, V30","<a href=""https://www.amazon.se/dp/B0CD2MXZ34"">SanDisk High Endurance videoövervakning 512 GB microSDXC-kort + SD-adapter, upp till 100 MB/s, klass 10, U3, V30</a>"
kr1.206,kr1 206,kr154,128 GB,,Internal,SSD,New,"ORICO 128 GB, 2,5"" intern SSD SATA III 6Gb/s, 3D NAND upp till 500 MB/s läshastighet, kompatibel med bärbara datorer och stationära datorer - Y20","<a href=""https://www.amazon.se/dp/B0D7C93FBK"">ORICO 128 GB, 2,5"" intern SSD SATA III 6Gb/s, 3D NAND upp till 500 MB/s läshastighet, kompatibel med bärbara datorer och stationära datorer - Y20</a>"
kr1.207,kr1 207,kr309,256 GB,,External,SSD,New,Emtec X210 extern USB 3.2 SSD - 256 GB (svart/röd),"<a href=""https://www.amazon.se/dp/B096BLQ3MV"">Emtec X210 extern USB 3.2 SSD - 256 GB (svart/röd)</a>"
kr1.211,kr1 211,kr155,128 GB,5 years,USB,Flash,New,"SanDisk 128GB Ultra Dual Drive Go USB Type-C Flash Drive with reversible USB Type-C and USB Type-A connectors, for smartphones, tablets, Macs and computers","<a href=""https://www.amazon.se/dp/B07YYJRXQR"">SanDisk 128GB Ultra Dual Drive Go USB Type-C Flash Drive with reversible USB Type-C and USB Type-A connectors, for smartphones, tablets, Macs and computers</a>"
kr1.212,kr1 212,kr621,512 GB,5 years,USB,Flash,New,"SanDisk 512 GB Ultra Dual Drive Go USB Type-C Flashminne med reversibla USB-kontakter, Type-C och Type-A, för mobiler, plattor, Mac- och PC-datorer - Grön","<a href=""https://www.amazon.se/dp/B0DFYGQ2Q8"">SanDisk 512 GB Ultra Dual Drive Go USB Type-C Flashminne med reversibla USB-kontakter, Type-C och Type-A, för mobiler, plattor, Mac- och PC-datorer - Grön</a>"
kr1.212,kr1 212,kr621,512 GB,5 years,USB,Flash,New,"SanDisk 512 GB Ultra Dual Drive Go USB Type-C Flashminne med reversibla USB-kontakter, Type-C och Type-A, för mobiler, plattor, Mac- och PC-datorer - Navagio Bay","<a href=""https://www.amazon.se/dp/B0DFYGDKXN"">SanDisk 512 GB Ultra Dual Drive Go USB Type-C Flashminne med reversibla USB-kontakter, Type-C och Type-A, för mobiler, plattor, Mac- och PC-datorer - Navagio Bay</a>"
kr1.213,kr1 213,kr1 213,1 TB,,External,SSD,New,Samsung T7 Portable SSD - 1 TB - USB 3.2 Gen.2 External SSD Indigo Blue (MU-PC1T0H/WW),"<a href=""https://www.amazon.se/dp/B087DF1L2J"">Samsung T7 Portable SSD - 1 TB - USB 3.2 Gen.2 External SSD Indigo Blue (MU-PC1T0H/WW)</a>"
kr1.214,kr1 214,kr622,512 GB,5 years,USB,Flash,New,"SanDisk 512 GB Ultra Dual Drive Go USB Type-C Flashminne med reversibla USB-kontakter, Type-C och Type-A, för mobiler, plattor, Mac- och PC-datorer - Lavendelblå","<a href=""https://www.amazon.se/dp/B0DFYGLH22"">SanDisk 512 GB Ultra Dual Drive Go USB Type-C Flashminne med reversibla USB-kontakter, Type-C och Type-A, för mobiler, plattor, Mac- och PC-datorer - Lavendelblå</a>"
kr1.218,kr1 218,kr609,50 GB x10,,Optical,BD-R,New,Verbatim BD-R DL 50 GB 6 x bred utskrivbar 10 pk - tomma Blu-Ray Discs (Smyckeskrin),"<a href=""https://www.amazon.se/dp/B004EDL968"">Verbatim BD-R DL 50 GB 6 x bred utskrivbar 10 pk - tomma Blu-Ray Discs (Smyckeskrin)</a>"
kr1.219,kr1 219,kr312,256 GB,2 years,M.2,NVMe,New,EMTEC X300 M.2 256GB PCI Express 3.0 3D NAND NVMe,"<a href=""https://www.amazon.se/dp/B088CMZ534"">EMTEC X300 M.2 256GB PCI Express 3.0 3D NAND NVMe</a>"
kr1.229,kr1 229,kr157,128 GB,,USB,Flash,New,"Intenso Jet Line, USB 3.2 Gen 1 x 1, Super Speed USB-A-sticka, 128 GB","<a href=""https://www.amazon.se/dp/B0CHYL226G"">Intenso Jet Line, USB 3.2 Gen 1 x 1, Super Speed USB-A-sticka, 128 GB</a>"
kr1.230,kr1 230,kr1 230,1 TB,,microSD,Flash,New,"SanDisk 1TB Pokémon Snorlax microSD-kort för Nintendo Switch, Läshastigheter på upp till 100 MB/s, skrivhastigheter på upp till 90 MB/s, 4K UHD, V30, U3)","<a href=""https://www.amazon.se/dp/B0DBZW3982"">SanDisk 1TB Pokémon Snorlax microSD-kort för Nintendo Switch, Läshastigheter på upp till 100 MB/s, skrivhastigheter på upp till 90 MB/s, 4K UHD, V30, U3)</a>"
kr1.230,kr1 230,kr630,256 GB x2,,microSD,Flash,New,"Gigastone 256GB 2-Pack Micro SD Card, Gaming Plus, Nintendo-Switch Compatible, R/W 100/60MB/s, 4K Video Recording, Micro SDXC UHS-I A1 U3 Class 10, with Adapter","<a href=""https://www.amazon.se/dp/B07S9S2T2D"">Gigastone 256GB 2-Pack Micro SD Card, Gaming Plus, Nintendo-Switch Compatible, R/W 100/60MB/s, 4K Video Recording, Micro SDXC UHS-I A1 U3 Class 10, with Adapter</a>"
kr1.231,kr1 231,kr2 461,2 TB,,Internal,SSD,New,Samsung Portable SSD T9 2TB Black MU-PG2T0B/EU,"<a href=""https://www.amazon.se/dp/B0CGQ43PMG"">Samsung Portable SSD T9 2TB Black MU-PG2T0B/EU</a>"
kr1.232,kr1 232,kr315,256 GB,5 years,USB,Flash,New,"SanDisk 256GB Ultra Dual Drive Luxe, USB Type-C Flashminne, med reversibla USB-kontakter, Type-C och Type-A, för mobiler, plattor, Mac- och PC-datorer upp till 400 MB/s, helt i metall, Guld","<a href=""https://www.amazon.se/dp/B0CLBPH2Q9"">SanDisk 256GB Ultra Dual Drive Luxe, USB Type-C Flashminne, med reversibla USB-kontakter, Type-C och Type-A, för mobiler, plattor, Mac- och PC-datorer upp till 400 MB/s, helt i metall, Guld</a>"
kr1.237,kr1 237,kr1 237,1 TB,,External,SSD,New,Lexar SSD 1TB External Portable USB3 (2000MB/s Read 800MB/s Write),"<a href=""https://www.amazon.se/dp/B0CSYSSP3W"">Lexar SSD 1TB External Portable USB3 (2000MB/s Read 800MB/s Write)</a>"
kr1.242,kr1 242,kr159,128 GB,2 years,Internal,SSD,New,"Patriot P220 128GB Intern SSD - SATA 3-2,5 tum - Solid State-enhet - P220S128G25","<a href=""https://www.amazon.se/dp/B0BS9W3T48"">Patriot P220 128GB Intern SSD - SATA 3-2,5 tum - Solid State-enhet - P220S128G25</a>"
kr1.243,kr1 243,kr1 243,1 TB,2 years,microSD,Flash,New,"Transcend Höghastighets 1 TB SDXC-minneskort (för digitalkameror; bilder och videor; bilradio) Klass 10, UHS-I U3, Videohastighetsklass V30 för 4K Ultra HD TS1TSDC300S","<a href=""https://www.amazon.se/dp/B09XR6SDWK"">Transcend Höghastighets 1 TB SDXC-minneskort (för digitalkameror; bilder och videor; bilradio) Klass 10, UHS-I U3, Videohastighetsklass V30 för 4K Ultra HD TS1TSDC300S</a>"
kr1.246,kr1 246,kr2 492,2 TB,,External,SSD,New,Samsung Bärbar T7 2TB extern SSD USB 3.2 Gen 2 MU-PC2T0H/WW,"<a href=""https://www.amazon.se/dp/B089HJ1BT9"">Samsung Bärbar T7 2TB extern SSD USB 3.2 Gen 2 MU-PC2T0H/WW</a>"
kr1.249,kr1 249,kr2 498,2 TB,2 years,External,SSD,New,"LaCie Portable SSD 2TB, Extern SSD, Moon Silver, USB-C, Iphone 15 Pro kompatibel, USB 3.2 Gen 2, Hastigheter upp till 1050 MB/s, för Mac/PC/iPad, 1 månad Adobe CC, 3 års Rescue Services (STKS2000400)","<a href=""https://www.amazon.se/dp/B092RC7659"">LaCie Portable SSD 2TB, Extern SSD, Moon Silver, USB-C, Iphone 15 Pro kompatibel, USB 3.2 Gen 2, Hastigheter upp till 1050 MB/s, för Mac/PC/iPad, 1 månad Adobe CC, 3 års Rescue Services (STKS2000400)</a>"
kr1.250,kr1 250,kr625,500 GB,2 years,Internal,SSD,New,"SanDisk Ultra 3D 500 GB SATA SSD, upp till 560 MB/s läshastighet.","<a href=""https://www.amazon.se/dp/B0B7VWFN4B"">SanDisk Ultra 3D 500 GB SATA SSD, upp till 560 MB/s läshastighet.</a>"
kr1.258,kr1 258,kr161,128 GB,,microSD,Flash,New,Samsung EVO Plus microSD-minneskort (2024) (inklusive SD-adapter) – 128 GB,"<a href=""https://www.amazon.se/dp/B0CZ9F1C6P"">Samsung EVO Plus microSD-minneskort (2024) (inklusive SD-adapter) – 128 GB</a>"
kr1.260,kr1 260,kr296,4.7 GB x50,1 year,Optical,DVD-RW,New,"ACU-DISC DVD-R tom 16 x 4,7 GB 120 min helansikte vit nav bläckstråleskrivare – 50-pack kakbox","<a href=""https://www.amazon.se/dp/B09RKM6X51"">ACU-DISC DVD-R tom 16 x 4,7 GB 120 min helansikte vit nav bläckstråleskrivare – 50-pack kakbox</a>"
kr1.261,kr1 261,kr1 261,1 TB,,External,SSD,New,"ADATA SD810 1000G IP68 vattentät upp till 2 000 MB/s USB 3.2 Gen 2 USB-C extern SSD - svart för iPhone 15/Pro/Max, Android (SD810-1000G-CBK)","<a href=""https://www.amazon.se/dp/B0CQ727T1R"">ADATA SD810 1000G IP68 vattentät upp till 2 000 MB/s USB 3.2 Gen 2 USB-C extern SSD - svart för iPhone 15/Pro/Max, Android (SD810-1000G-CBK)</a>"
kr1.262,kr1 262,kr161,128 GB,5 years,USB,Flash,Used,Kingston DataTraveler 70 - DT70/128 GB USB-C Flash-enhet Svart,"<a href=""https://www.amazon.se/dp/B089NJ1R22"">Kingston DataTraveler 70 - DT70/128 GB USB-C Flash-enhet Svart</a>","<a href=""https://www.amazon.se/dp/B089NJ1R22"">Kingston DataTraveler 70 - DT70/128 GB USB-C Flash-enhet Svart</a>"
kr1.262,kr1 262,kr2 524,2 TB,,Internal,SAS,New,"Seagate Exos 7E8 ST2000NM004A - HDD - 2 TB - Intern - 3.5"" - SAS 12Gb/s - 7200 RPM - Buffert: 256 MB","<a href=""https://www.amazon.se/dp/B0BB27FTCF"">Seagate Exos 7E8 ST2000NM004A - HDD - 2 TB - Intern - 3.5"" - SAS 12Gb/s - 7200 RPM - Buffert: 256 MB</a>"
kr1.264,kr1 264,kr647,512 GB,5 years,M.2,NVMe,New,Kingston KC3000 PCIe 4.0 NVMe M.2 SSD - Högpresterande lagring för stationära och bärbara datorer -SKC3000S/512G,"<a href=""https://www.amazon.se/dp/B09K7CR37G"">Kingston KC3000 PCIe 4.0 NVMe M.2 SSD - Högpresterande lagring för stationära och bärbara datorer -SKC3000S/512G</a>"
kr1.274,kr1 274,kr653,512 GB,20 years,microSD,Flash,New,"SanDisk 512GB Extreme Go micro SDXC kort + SD adapter (För Android-enheter, bärbara datorer och handhållna spelkonsoler UHS-I, upp till 200 MB/s, V30, 5K, 4K, UHD, Rescue PRO, C10, U3) För Amazon","<a href=""https://www.amazon.se/dp/B0DCWCGSLV"">SanDisk 512GB Extreme Go micro SDXC kort + SD adapter (För Android-enheter, bärbara datorer och handhållna spelkonsoler UHS-I, upp till 200 MB/s, V30, 5K, 4K, UHD, Rescue PRO, C10, U3) För Amazon</a>"
kr1.277,kr1 277,kr2 554,2 TB,,External,SSD,New,"Sabrent Portable SSD 2 TB, extern hårddisk NVMe, USB 3.2 Gen 2, 1 500 MB/s läsning, USB C-kabel ingår, extern M.2 SSD aluminiumskal, svart (SB-2TB-NAV2)","<a href=""https://www.amazon.se/dp/B0BN4MQPF9"">Sabrent Portable SSD 2 TB, extern hårddisk NVMe, USB 3.2 Gen 2, 1 500 MB/s läsning, USB C-kabel ingår, extern M.2 SSD aluminiumskal, svart (SB-2TB-NAV2)</a>"
kr1.281,kr1 281,kr656,512 GB,5 years,Internal,SSD,New,Kingston KC600 SSD 512GB SATA3 mSATA - SKC600MS/512G,"<a href=""https://www.amazon.se/dp/B08ZNSQYXS"">Kingston KC600 SSD 512GB SATA3 mSATA - SKC600MS/512G</a>"
kr1.282,kr1 282,kr2 564,2 TB,2 years,External,SSD,New,"WD_BLACK P40 2 TB spelenhet SSD, extern ssd-enhet, bärbar, fungerar med Playstation, PS5, Xbox, PC & Mac, Superspeed USB 3.2 Gen 2x2, upp till 2000 MB/s, WD_BLACK instrumentpanel, anpassningsbar","<a href=""https://www.amazon.se/dp/B09ZRWT134"">WD_BLACK P40 2 TB spelenhet SSD, extern ssd-enhet, bärbar, fungerar med Playstation, PS5, Xbox, PC & Mac, Superspeed USB 3.2 Gen 2x2, upp till 2000 MB/s, WD_BLACK instrumentpanel, anpassningsbar</a>"
kr1.293,kr1 293,kr331,256 GB,2 years,microSD,Flash,New,"SanDisk 256 GB Extreme PRO microSDXC-kort + SD-adapter + RescuePRO Deluxe, upp till 200 MB/s, med A2 app-prestanda, UHS-I, klass 10, U3, V30","<a href=""https://www.amazon.se/dp/B09X7DMBVF"">SanDisk 256 GB Extreme PRO microSDXC-kort + SD-adapter + RescuePRO Deluxe, upp till 200 MB/s, med A2 app-prestanda, UHS-I, klass 10, U3, V30</a>"
kr1.295,kr1 295,kr7 770,6 TB,,Internal,SAS,New,"HDD för Exos 6 TB 3,5 tum 7,2K SAS 256 MB 7,2K Hårddisk för intern HDD för Enterprise HDD för ST6000NM029A ST6000NM0095","<a href=""https://www.amazon.se/dp/B0BYBCC7FJ"">HDD för Exos 6 TB 3,5 tum 7,2K SAS 256 MB 7,2K Hårddisk för intern HDD för Enterprise HDD för ST6000NM029A ST6000NM0095</a>"
kr1.297,kr1 297,kr166,128 GB,,microSD,Flash,New,"SanDisk 128GB Extreme microSDXC kort +SD-adapter, för din Android-smarttelefon, actionkameror eller drönare, upp till 190 MB/s, RescuePro Deluxe, SanDisk QuickFlow teknik, A2, UHS-I, Class 10, U3, V30","<a href=""https://www.amazon.se/dp/B09X7BK27V"">SanDisk 128GB Extreme microSDXC kort +SD-adapter, för din Android-smarttelefon, actionkameror eller drönare, upp till 190 MB/s, RescuePro Deluxe, SanDisk QuickFlow teknik, A2, UHS-I, Class 10, U3, V30</a>"
kr1.299,kr1 299,kr1 299,1 TB,3 years,M.2,NVMe,New,"Seagate FireCuda 530R NVMe SSD 1TB, for PS5/PC, M.2 PCIe Gen4 ×4 NVMe 1.4, 7.300 MB/s, 3D-TLC-NAND, 640 TBW, Refresh, 3 Years Rescue Service, ZP1000GM3A063","<a href=""https://www.amazon.se/dp/B0CWHF1QYB"">Seagate FireCuda 530R NVMe SSD 1TB, for PS5/PC, M.2 PCIe Gen4 ×4 NVMe 1.4, 7.300 MB/s, 3D-TLC-NAND, 640 TBW, Refresh, 3 Years Rescue Service, ZP1000GM3A063</a>"
kr1.300,kr1 300,kr1 300,1 TB,,"Internal 3.5""",HDD,New,Seagate ST1000NM0011 Constellation ES 1000 GB,"<a href=""https://www.amazon.se/dp/B00519B0UO"">Seagate ST1000NM0011 Constellation ES 1000 GB</a>","<a href=""https://www.amazon.se/dp/B00519B0UO"">Seagate ST1000NM0011 Constellation ES 1000 GB</a>"
kr1.305,kr1 305,kr334,256 GB,,M.2,NVMe,Used,Samsung SSD SATA M.2 2280 256GB MZ-NTE2560 B & M-nyckel,"<a href=""https://www.amazon.se/dp/B0DGD9VRHY"">Samsung SSD SATA M.2 2280 256GB MZ-NTE2560 B & M-nyckel</a>"
kr1.305,kr1 305,kr334,256 GB,,Internal,SSD,Used,"Toshiba 256 GB 2,5"" SSD THNSNJ256GCSY 66QY109QY5XU SATA III 6 Gbps","<a href=""https://www.amazon.se/dp/B0DFVJBYF9"">Toshiba 256 GB 2,5"" SSD THNSNJ256GCSY 66QY109QY5XU SATA III 6 Gbps</a>"
kr1.305,kr1 305,kr334,256 GB,,Internal,SSD,Used,"Samsung 256 GB, 2,5"" SSD PM871 MZ-7LN256D MZ7LN256HCHP SATA III 6 Gbps","<a href=""https://www.amazon.se/dp/B0DFVHZ528"">Samsung 256 GB, 2,5"" SSD PM871 MZ-7LN256D MZ7LN256HCHP SATA III 6 Gbps</a>"
kr1.305,kr1 305,kr334,256 GB,,Internal,SSD,Used,"LITE-ON SSD 256 GB, 2,5"" Technology Corp LCS-256M6S SATA III 6 Gbps","<a href=""https://www.amazon.se/dp/B0DGTVQZXF"">LITE-ON SSD 256 GB, 2,5"" Technology Corp LCS-256M6S SATA III 6 Gbps</a>","<a href=""https://www.amazon.se/dp/B0DGTVQZXF"">LITE-ON SSD 256 GB, 2,5"" Technology Corp LCS-256M6S SATA III 6 Gbps</a>"
kr1.305,kr1 305,kr334,256 GB,,Internal,SSD,Used,"LITE-ON SSD 256 GB, 2,5"" Technology Corp LCS-256L9S-11 SATA III 6 Gbps","<a href=""https://www.amazon.se/dp/B0DGTQJWYP"">LITE-ON SSD 256 GB, 2,5"" Technology Corp LCS-256L9S-11 SATA III 6 Gbps</a>"
kr1.305,kr1 305,kr334,256 GB,,Internal,SSD,Used,"SK Hynix 256 GB, 2,5"" SSD HFS256G32TNF-N3A0A SATA III 6 Gbps","<a href=""https://www.amazon.se/dp/B0DLPZNYTC"">SK Hynix 256 GB, 2,5"" SSD HFS256G32TNF-N3A0A SATA III 6 Gbps</a>"
kr1.305,kr1 305,kr334,256 GB,,M.2,NVMe,Used,Samsung SSD NVMe M.2 2280 256GB PM981a MZ-VLB256B M-nyckel,"<a href=""https://www.amazon.se/dp/B0DFVJ2CLH"">Samsung SSD NVMe M.2 2280 256GB PM981a MZ-VLB256B M-nyckel</a>"
kr1.305,kr1 305,kr334,256 GB,,M.2,NVMe,Used,LITE-ON SSD NVMe M.2 2280 256 GB CX2-8b256-q11 skiftnyckel M,"<a href=""https://www.amazon.se/dp/B0DGD7WHXW"">LITE-ON SSD NVMe M.2 2280 256 GB CX2-8b256-q11 skiftnyckel M</a>"
kr1.305,kr1 305,kr334,256 GB,,M.2,NVMe,Used,Union Memory SSD NVMe M.2 2280 256GB AH631 SSS0L25152 M nyckel,"<a href=""https://www.amazon.se/dp/B0DGLMVD9L"">Union Memory SSD NVMe M.2 2280 256GB AH631 SSS0L25152 M nyckel</a>"
kr1.311,kr1 311,kr671,512 GB,2 years,M.2,SATA,New,Transcend MTS830S 512GB M.2 2280 SATA III 6Gb/s Internal Solid State Drive (SSD) 3D TLC NAND with DRAM Cache (TS512GMTS830S),"<a href=""https://www.amazon.se/dp/B07KG2985M"">Transcend MTS830S 512GB M.2 2280 SATA III 6Gb/s Internal Solid State Drive (SSD) 3D TLC NAND with DRAM Cache (TS512GMTS830S)</a>"
kr1.312,kr1 312,kr672,512 GB,,microSD,Flash,New,Samsung 512GB PRO Plus MicroSDXC 120MB/s +Adapter,"<a href=""https://www.amazon.se/dp/B09D3NPKKD"">Samsung 512GB PRO Plus MicroSDXC 120MB/s +Adapter</a>"
kr1.322,kr1 322,kr1 322,1 TB,5 years,USB,Flash,New,"SanDisk 1 TB Ultra Dual Drive Go USB Type-C Flashminne med reversibla USB-kontakter, Type-C och Type-A, för mobiler, plattor, Mac- och PC-datorer - Navagio Bay","<a href=""https://www.amazon.se/dp/B0DFYGDF2M"">SanDisk 1 TB Ultra Dual Drive Go USB Type-C Flashminne med reversibla USB-kontakter, Type-C och Type-A, för mobiler, plattor, Mac- och PC-datorer - Navagio Bay</a>"
kr1.323,kr1 323,kr677,512 GB,2 years,External,SSD,New,"Transcend Portable SSD ESD300S 512 GB USB Type-C 10 Gbit/s PS4/PS5-kompatibel, silver – TS512GESD300S","<a href=""https://www.amazon.se/dp/B0CHK2MZGL"">Transcend Portable SSD ESD300S 512 GB USB Type-C 10 Gbit/s PS4/PS5-kompatibel, silver – TS512GESD300S</a>"
kr1.324,kr1 324,kr170,64 GB x2,,USB,Flash,New,"Intenso Ultra Line, 2 x 64 GB minnesstick, USB 3.2 Gen 1 x 1, silver","<a href=""https://www.amazon.se/dp/B0B5V2XL5H"">Intenso Ultra Line, 2 x 64 GB minnesstick, USB 3.2 Gen 1 x 1, silver</a>"
kr1.326,kr1 326,kr332,25 GB x10,,Optical,BD-R,New,Verbatim 25 GB 6 x hastighet BD-R Blu-ray inspelningsbar disk 10 pack i smyckesfodral bläckstråleskrivbar (japansk import),"<a href=""https://www.amazon.se/dp/B0040XIX3O"">Verbatim 25 GB 6 x hastighet BD-R Blu-ray inspelningsbar disk 10 pack i smyckesfodral bläckstråleskrivbar (japansk import)</a>"
kr1.328,kr1 328,kr1 328,1 TB,2 years,USB,Flash,New,"HP 911 Pro 1TB USB 3.2 OTG Type-C/Type-A Flash Drive, bis zu 1000MB/s","<a href=""https://www.amazon.se/dp/B0DN1T5654"">HP 911 Pro 1TB USB 3.2 OTG Type-C/Type-A Flash Drive, bis zu 1000MB/s</a>"
kr1.330,kr1 330,kr1 330,1 TB,,microSD,Flash,New,"Integrerat 1 TB Gamer's Edge Micro SD-kort för Valve Steam Deck och Nintendo Switch, Switch Lite & Switch OLED – ladda och spara spel snabbt, lagra spel, DLC och spara data, byggd för att ge dig","<a href=""https://www.amazon.se/dp/B0C6MRWQPC"">Integrerat 1 TB Gamer's Edge Micro SD-kort för Valve Steam Deck och Nintendo Switch, Switch Lite & Switch OLED – ladda och spara spel snabbt, lagra spel, DLC och spara data, byggd för att ge dig</a>"
kr1.336,kr1 336,kr342,256 GB,,USB,Flash,New,Kingston DataTraveler Max Type-A USB 3.2 Gen 2 Flash-enhet 256 GB 1000 R/900 W – DTMAXA/256 GB,"<a href=""https://www.amazon.se/dp/B0B57T5G5L"">Kingston DataTraveler Max Type-A USB 3.2 Gen 2 Flash-enhet 256 GB 1000 R/900 W – DTMAXA/256 GB</a>"
kr1.336,kr1 336,kr334,250 GB,,Internal,SSD,Used,"Samsung SSD 250 GB 2,5 tum 850 Evo MZ-75E250 MZ7LN250 SATA III 6 Gbps","<a href=""https://www.amazon.se/dp/B0DFVKJDHR"">Samsung SSD 250 GB 2,5 tum 850 Evo MZ-75E250 MZ7LN250 SATA III 6 Gbps</a>"
kr1.336,kr1 336,kr334,250 GB,,Internal,SSD,Used,"Samsung 250 GB, 2,5"" SSD MZ-76E250 SATA III 6 Gbps","<a href=""https://www.amazon.se/dp/B0DGTV3PKH"">Samsung 250 GB, 2,5"" SSD MZ-76E250 SATA III 6 Gbps</a>"
kr1.336,kr1 336,kr334,250 GB,,Internal,SSD,Used,"Samsung 250 GB, 2,5"" MZ-7TE250 SATA III 6 Gbps SSD","<a href=""https://www.amazon.se/dp/B0DGTTZNWL"">Samsung 250 GB, 2,5"" MZ-7TE250 SATA III 6 Gbps SSD</a>"
kr1.336,kr1 336,kr334,250 GB,,Internal,SSD,Used,"Samsung 250 GB, 2,5"" MZ-7TD250 SATA III 6 Gbps SSD","<a href=""https://www.amazon.se/dp/B0DGTRZF7F"">Samsung 250 GB, 2,5"" MZ-7TD250 SATA III 6 Gbps SSD</a>"
kr1.341,kr1 341,kr343,256 GB,,microSD,Flash,New,"Integrerat 256 GB SD-kort 4K Ultra-HD-video High Speed SDXC V30 UHS-I U3-klass 10 minneskort upp till 100 MB/s, färgen kan variera","<a href=""https://www.amazon.se/dp/B0845H79HH"">Integrerat 256 GB SD-kort 4K Ultra-HD-video High Speed SDXC V30 UHS-I U3-klass 10 minneskort upp till 100 MB/s, färgen kan variera</a>"
